problem,method,c1,c2,alpha,iterations,converged,f_final,grad_norm,func_evals,time,linesearch
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.1,0.7,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.0023441314697265625,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.1,1.0,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.001990795135498047,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.1,1.3,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.002349376678466797,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.1,1.5,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.0024704933166503906,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.1,1.7,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.0023469924926757812,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.1,1.9,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.0021202564239501953,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.1,2.0,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.002705097198486328,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.2,0.1,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0027327537536621094,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.2,0.3,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0022780895233154297,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.2,0.5,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.002110719680786133,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.2,0.7,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.002140045166015625,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.2,1.0,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0024902820587158203,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.2,1.3,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.002187967300415039,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.2,1.5,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0023174285888671875,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.2,1.7,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0021905899047851562,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.2,1.9,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0025398731231689453,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.2,2.0,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0024318695068359375,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.3,0.1,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.002178192138671875,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.3,0.3,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.0020051002502441406,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.3,0.5,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.002387523651123047,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.3,0.7,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.002454519271850586,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.3,1.0,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.0021266937255859375,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.3,1.3,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.0021512508392333984,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.3,1.5,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.002003908157348633,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.3,1.7,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.002620697021484375,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.3,1.9,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.002058267593383789,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.3,2.0,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.002133607864379883,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.4,0.1,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.002214670181274414,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.4,0.3,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.0029456615447998047,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.4,0.5,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.002766132354736328,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.4,0.7,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.002310037612915039,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.4,1.0,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.002286672592163086,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.4,1.3,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.002576589584350586,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.4,1.5,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.002321004867553711,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.4,1.7,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.0022635459899902344,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.4,1.9,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.00215911865234375,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.4,2.0,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.002729177474975586,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.5,0.1,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0019316673278808594,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.5,0.3,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0017566680908203125,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.5,0.5,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0016891956329345703,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.5,0.7,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.001737833023071289,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.5,1.0,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0015900135040283203,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.5,1.3,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.001920938491821289,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.5,1.5,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.001861572265625,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.5,1.7,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0017969608306884766,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.5,1.9,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0018999576568603516,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.5,2.0,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0016193389892578125,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.6,0.1,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.0017325878143310547,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.6,0.3,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.002142667770385742,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.6,0.5,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.0016968250274658203,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.6,0.7,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.001603841781616211,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.6,1.0,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.0016596317291259766,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.6,1.3,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.00168609619140625,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.6,1.5,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.001886129379272461,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.6,1.7,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.0021779537200927734,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.6,1.9,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.0018076896667480469,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.6,2.0,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.001735687255859375,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.7,0.1,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0018563270568847656,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.7,0.3,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0020439624786376953,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.7,0.5,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0019919872283935547,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.7,0.7,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0020046234130859375,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.7,1.0,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.001926422119140625,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.7,1.3,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0019447803497314453,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.7,1.5,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0022041797637939453,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.7,1.7,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0025582313537597656,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.7,1.9,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0022988319396972656,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.7,2.0,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0019345283508300781,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.8,0.1,39,True,7.848842693939514e-16,2.580700124376313e-08,72,0.001733541488647461,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.8,0.3,39,True,7.848842693939514e-16,2.580700124376313e-08,72,0.0022039413452148438,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.8,0.5,39,True,7.848842693939514e-16,2.580700124376313e-08,72,0.0020036697387695312,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.8,0.7,39,True,7.848842693939514e-16,2.580700124376313e-08,72,0.001935720443725586,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.8,1.0,39,True,7.848842693939514e-16,2.580700124376313e-08,72,0.002090930938720703,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.8,1.3,39,True,7.848842693939514e-16,2.580700124376313e-08,72,0.0018017292022705078,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.8,1.5,39,True,7.848842693939514e-16,2.580700124376313e-08,72,0.002347230911254883,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.8,1.7,39,True,7.848842693939514e-16,2.580700124376313e-08,72,0.0018486976623535156,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.8,1.9,39,True,7.848842693939514e-16,2.580700124376313e-08,72,0.0016739368438720703,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.8,2.0,39,True,7.848842693939514e-16,2.580700124376313e-08,72,0.0017192363739013672,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.9,0.1,40,True,1.44899632457383e-17,7.890135646758944e-08,68,0.0016634464263916016,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.9,0.3,40,True,1.44899632457383e-17,7.890135646758944e-08,68,0.002485036849975586,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.9,0.5,40,True,1.44899632457383e-17,7.890135646758944e-08,68,0.0021321773529052734,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.9,0.7,40,True,1.44899632457383e-17,7.890135646758944e-08,68,0.0018613338470458984,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.9,1.0,40,True,1.44899632457383e-17,7.890135646758944e-08,68,0.0017924308776855469,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.9,1.3,40,True,1.44899632457383e-17,7.890135646758944e-08,68,0.0018148422241210938,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.9,1.5,40,True,1.44899632457383e-17,7.890135646758944e-08,68,0.0022017955780029297,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.9,1.7,40,True,1.44899632457383e-17,7.890135646758944e-08,68,0.0018601417541503906,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.9,1.9,40,True,1.44899632457383e-17,7.890135646758944e-08,68,0.0017726421356201172,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.9,2.0,40,True,1.44899632457383e-17,7.890135646758944e-08,68,0.002088308334350586,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.99,0.1,39,True,1.8257730330314614e-15,1.206618131156304e-06,72,0.0021359920501708984,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.99,0.3,39,True,1.8257730330314614e-15,1.206618131156304e-06,72,0.0024878978729248047,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.99,0.5,39,True,1.8257730330314614e-15,1.206618131156304e-06,72,0.0018126964569091797,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.99,0.7,39,True,1.8257730330314614e-15,1.206618131156304e-06,72,0.0019500255584716797,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.99,1.0,39,True,1.8257730330314614e-15,1.206618131156304e-06,72,0.0017235279083251953,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.99,1.3,39,True,1.8257730330314614e-15,1.206618131156304e-06,72,0.0017392635345458984,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.99,1.5,39,True,1.8257730330314614e-15,1.206618131156304e-06,72,0.002008199691772461,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.99,1.7,39,True,1.8257730330314614e-15,1.206618131156304e-06,72,0.002000093460083008,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.99,1.9,39,True,1.8257730330314614e-15,1.206618131156304e-06,72,0.001947641372680664,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.005,0.99,2.0,39,True,1.8257730330314614e-15,1.206618131156304e-06,72,0.0020003318786621094,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.1,0.1,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.002117156982421875,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.1,0.3,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.002441883087158203,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.1,0.5,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.002008199691772461,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.1,0.7,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.0022203922271728516,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.1,1.0,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.002250194549560547,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.1,1.3,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.0022165775299072266,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.1,1.5,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.0030622482299804688,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.1,1.7,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.002176523208618164,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.1,1.9,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.002091646194458008,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.1,2.0,40,True,3.717376806896736e-13,5.467240143962358e-07,84,0.0021648406982421875,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.2,0.1,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.002327442169189453,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.2,0.3,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0018846988677978516,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.2,0.5,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0022597312927246094,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.2,0.7,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.002153158187866211,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.2,1.0,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0026330947875976562,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.2,1.3,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.002252817153930664,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.2,1.5,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0019135475158691406,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.2,1.7,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.0019617080688476562,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.2,1.9,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.002099275588989258,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.2,2.0,32,True,6.405370003337015e-20,1.958393463996046e-09,97,0.002301454544067383,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.3,0.1,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.0021233558654785156,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.3,0.3,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.002493143081665039,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.3,0.5,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.0039141178131103516,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.3,0.7,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.005305051803588867,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.3,1.0,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.0044176578521728516,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.3,1.3,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.0048980712890625,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.3,1.5,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.004178047180175781,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.3,1.7,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.0045623779296875,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.3,1.9,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.002483844757080078,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.3,2.0,39,True,2.0713021926545144e-14,3.662424484933428e-07,80,0.0023581981658935547,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.4,0.1,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.004904508590698242,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.4,0.3,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.004450559616088867,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.4,0.5,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.00257110595703125,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.4,0.7,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.0023012161254882812,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.4,1.0,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.002265453338623047,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.4,1.3,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.002111196517944336,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.4,1.5,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.0021839141845703125,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.4,1.7,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.0027666091918945312,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.4,1.9,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.0023336410522460938,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.4,2.0,43,True,3.1686373195238686e-26,3.667453033307242e-12,98,0.002137422561645508,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.5,0.1,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0017578601837158203,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.5,0.3,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0021512508392333984,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.5,0.5,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0020363330841064453,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.5,0.7,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.001901388168334961,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.5,1.0,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.001811981201171875,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.5,1.3,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0016803741455078125,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.5,1.5,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0019338130950927734,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.5,1.7,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.002221822738647461,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.5,1.9,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0017731189727783203,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.5,2.0,36,True,4.642339240231502e-15,1.6563156119209877e-06,69,0.0018553733825683594,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.6,0.1,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.001956462860107422,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.6,0.3,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.001840829849243164,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.6,0.5,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.002421140670776367,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.6,0.7,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.0017108917236328125,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.6,1.0,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.004505157470703125,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.6,1.3,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.005898237228393555,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.6,1.5,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.0022847652435302734,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.6,1.7,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.0017466545104980469,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.6,1.9,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.0024504661560058594,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.6,2.0,34,True,1.5526258083270157e-15,1.4999007837230117e-06,65,0.0016515254974365234,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.7,0.1,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.001804351806640625,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.7,0.3,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.001928091049194336,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.7,0.5,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0019326210021972656,Wolfe
P7_Extended_Rosenbrock_n2,L_BFGS_wolfe,0.01,0.7,0.7,39,True,8.16637793589274e-21,1.6642004983871627e-10,82,0.0028984546661376953,Wolfe
